"ANO";"NOME";"Notificacoes_Estupro";"nivel_geografico";"total_72h";"casos_72h";"Oportunidade_72h";"total_pep";"casos_72h_pep";"PEP_72h";"total_contr";"casos_72h_contr";"Contracepção_72h_MIF";"COD_6_mun"
2021;"BRAGANCA PAULISTA";3;"Município";3;2;66,67;2;2;100;1;1;100;"350760"
2021;"BRAUNA";1;"Município";1;1;100;1;1;100;0;0;0;"350770"
2021;"BRODOWSKI";4;"Município";4;2;50;0;0;0;0;0;0;"350780"
2021;"BROTAS";2;"Município";2;1;50;1;1;100;0;0;0;"350790"
2021;"BURITAMA";3;"Município";3;2;66,67;1;1;100;0;0;0;"350810"
2021;"CABRALIA PAULISTA";1;"Município";1;1;100;0;0;0;0;0;0;"350830"
2021;"CABREUVA";11;"Município";11;9;81,82;2;2;100;2;1;50;"350840"
2021;"CACAPAVA";26;"Município";26;22;84,62;5;3;60;2;2;100;"350850"
2021;"CACHOEIRA PAULISTA";6;"Município";6;4;66,67;4;4;100;0;0;0;"350860"
2021;"CACONDE";1;"Município";1;1;100;0;0;0;0;0;0;"350870"
2021;"CAFELANDIA";1;"Município";1;1;100;1;1;100;0;0;0;"350880"
2021;"CAIEIRAS";3;"Município";3;0;0;0;0;0;0;0;0;"350900"
2021;"CAJAMAR";10;"Município";10;7;70;2;2;100;1;1;100;"350920"
2021;"CAJATI";3;"Município";3;1;33,33;1;0;0;0;0;0;"350925"
2021;"CAJURU";2;"Município";2;2;100;2;2;100;2;2;100;"350940"
2021;"CAMPINAS";248;"Município";248;69;27,82;78;36;46,15;62;26;41,94;"350950"
2021;"CAMPO LIMPO PAULISTA";4;"Município";4;3;75;0;0;0;0;0;0;"350960"
2021;"CAMPOS DO JORDAO";8;"Município";8;3;37,5;1;1;100;2;2;100;"350970"
2021;"CAMPOS NOVOS PAULISTA";1;"Município";1;1;100;0;0;0;0;0;0;"350980"
2021;"CANANEIA";1;"Município";1;1;100;0;0;0;0;0;0;"350990"
2021;"CANDIDO MOTA";4;"Município";4;2;50;4;2;50;1;0;0;"351000"
2021;"CAPAO BONITO";5;"Município";5;3;60;2;2;100;1;1;100;"351020"
2021;"CAPELA DO ALTO";1;"Município";1;1;100;1;1;100;1;1;100;"351030"
2021;"CAPIVARI";3;"Município";3;1;33,33;0;0;0;0;0;0;"351040"
2021;"CARAGUATATUBA";82;"Município";82;61;74,39;10;9;90;6;6;100;"351050"
2021;"CARAPICUIBA";25;"Município";25;16;64;4;3;75;1;1;100;"351060"
2021;"CARDOSO";3;"Município";3;3;100;3;3;100;1;1;100;"351070"
2021;"CASA BRANCA";4;"Município";4;3;75;3;3;100;2;2;100;"351080"
2021;"CASTILHO";2;"Município";2;1;50;1;1;100;0;0;0;"351100"
2021;"CATANDUVA";6;"Município";6;5;83,33;2;2;100;0;0;0;"351110"
2021;"CEDRAL";5;"Município";5;5;100;0;0;0;0;0;0;"351130"
2021;"CERQUEIRA CESAR";2;"Município";2;1;50;0;0;0;0;0;0;"351140"
2021;"CERQUILHO";3;"Município";3;3;100;2;2;100;1;1;100;"351150"
2021;"CESARIO LANGE";1;"Município";1;0;0;0;0;0;0;0;0;"351160"
2021;"CHARQUEADA";1;"Município";1;1;100;0;0;0;0;0;0;"351170"
2021;"CONCHAL";3;"Município";3;3;100;0;0;0;0;0;0;"351220"
2021;"COSMOPOLIS";1;"Município";1;0;0;0;0;0;0;0;0;"351280"
2021;"COSMORAMA";1;"Município";1;1;100;1;1;100;0;0;0;"351290"
2021;"COTIA";24;"Município";24;14;58,33;4;2;50;1;0;0;"351300"
2021;"CRAVINHOS";3;"Município";3;3;100;3;3;100;0;0;0;"351310"
2021;"CUBATAO";7;"Município";7;4;57,14;2;2;100;2;2;100;"351350"
2021;"DESCALVADO";2;"Município";2;1;50;1;1;100;1;1;100;"351370"
2021;"DIADEMA";40;"Município";40;24;60;8;8;100;3;3;100;"351380"
2021;"DOBRADA";2;"Município";2;0;0;0;0;0;0;0;0;"351400"
2021;"DOLCINOPOLIS";1;"Município";1;0;0;0;0;0;0;0;0;"351420"
2021;"DUARTINA";1;"Município";1;1;100;0;0;0;0;0;0;"351450"
2021;"DUMONT";1;"Município";1;0;0;0;0;0;0;0;0;"351460"
2021;"ELDORADO";4;"Município";4;1;25;2;1;50;2;1;50;"351480"
2021;"EMBU DAS ARTES";36;"Município";36;17;47,22;8;5;62,5;4;4;100;"351500"
2021;"EMBU GUACU";7;"Município";7;6;85,71;2;1;50;2;1;50;"351510"
2021;"ESPIRITO SANTO DO PINHAL";3;"Município";3;1;33,33;2;1;50;0;0;0;"351518"
2021;"ESTIVA GERBI";3;"Município";3;2;66,67;3;2;66,67;2;1;50;"355730"
2021;"EUCLIDES DA CUNHA PAULISTA";1;"Município";1;1;100;1;1;100;0;0;0;"351535"
2021;"FARTURA";1;"Município";1;0;0;0;0;0;0;0;0;"351540"
2021;"FERNANDOPOLIS";8;"Município";8;7;87,5;3;3;100;1;1;100;"351550"
2021;"FERRAZ DE VASCONCELOS";18;"Município";18;9;50;6;1;16,67;1;0;0;"351570"
2021;"FLORINEA";1;"Município";1;0;0;1;0;0;0;0;0;"351610"
2021;"FRANCA";16;"Município";16;10;62,5;10;7;70;8;6;75;"351620"
2021;"FRANCISCO MORATO";10;"Município";10;7;70;3;2;66,67;0;0;0;"351630"
2021;"FRANCO DA ROCHA";12;"Município";12;7;58,33;2;1;50;0;0;0;"351640"
2021;"GARCA";3;"Município";3;2;66,67;3;2;66,67;2;2;100;"351670"
2021;"GETULINA";1;"Município";1;1;100;1;1;100;0;0;0;"351700"
2021;"GUAICARA";2;"Município";2;1;50;2;1;50;0;0;0;"351720"
2021;"GUAIRA";3;"Município";3;2;66,67;2;1;50;2;1;50;"351740"
2021;"GUAPIACU";6;"Município";6;6;100;3;3;100;2;2;100;"351750"
2021;"GUAPIARA";1;"Município";1;0;0;0;0;0;0;0;0;"351760"
2021;"GUARARAPES";5;"Município";5;3;60;1;1;100;1;1;100;"351820"
2021;"GUARAREMA";8;"Município";8;5;62,5;3;2;66,67;0;0;0;"351830"
2021;"GUARIBA";1;"Município";1;1;100;1;1;100;0;0;0;"351860"
2021;"GUARUJA";22;"Município";22;15;68,18;3;3;100;0;0;0;"351870"
2021;"GUARULHOS";147;"Município";147;83;56,46;35;26;74,29;12;10;83,33;"351880"
2021;"GUATAPARA";4;"Município";4;3;75;1;0;0;0;0;0;"351885"
2021;"HOLAMBRA";2;"Município";2;0;0;1;0;0;1;0;0;"351905"
2021;"HORTOLANDIA";46;"Município";46;34;73,91;19;16;84,21;10;8;80;"351907"
2021;"IBATE";2;"Município";2;1;50;0;0;0;0;0;0;"351930"
2021;"IBIRA";5;"Município";5;5;100;1;1;100;0;0;0;"351940"
2021;"IBIRAREMA";1;"Município";1;1;100;1;1;100;1;1;100;"351950"
2021;"IBITINGA";5;"Município";5;4;80;4;4;100;4;4;100;"351960"
2021;"IBIUNA";7;"Município";7;3;42,86;3;1;33,33;1;1;100;"351970"
2021;"ICEM";1;"Município";1;1;100;1;1;100;1;1;100;"351980"
2021;"IGARACU DO TIETE";4;"Município";4;3;75;1;1;100;1;1;100;"352000"
2021;"IGARAPAVA";1;"Município";1;0;0;0;0;0;0;0;0;"352010"
2021;"IGARATA";1;"Município";1;1;100;0;0;0;0;0;0;"352020"
2021;"IGUAPE";2;"Município";2;0;0;1;0;0;1;0;0;"352030"
2021;"ILHA COMPRIDA";8;"Município";8;6;75;6;5;83,33;3;2;66,67;"352042"
2021;"ILHA SOLTEIRA";1;"Município";1;1;100;1;1;100;0;0;0;"352044"
2021;"ILHABELA";21;"Município";21;18;85,71;5;5;100;4;4;100;"352040"
2021;"INDAIATUBA";24;"Município";24;17;70,83;4;3;75;4;2;50;"352050"
2021;"INDIANA";1;"Município";1;0;0;0;0;0;0;0;0;"352060"
2021;"IPAUSSU";1;"Município";1;1;100;1;1;100;0;0;0;"352090"
2021;"IPERO";3;"Município";3;3;100;1;1;100;0;0;0;"352100"
2021;"IPORANGA";1;"Município";1;1;100;0;0;0;0;0;0;"352120"
2021;"IRACEMAPOLIS";1;"Município";1;0;0;0;0;0;0;0;0;"352140"
2021;"ITABERA";1;"Município";1;1;100;1;1;100;0;0;0;"352170"
2021;"ITAI";3;"Município";3;1;33,33;1;0;0;0;0;0;"352180"
2021;"ITANHAEM";15;"Município";15;10;66,67;7;5;71,43;4;4;100;"352210"
2021;"ITAPECERICA DA SERRA";24;"Município";24;10;41,67;6;3;50;2;1;50;"352220"
2021;"ITAPETININGA";29;"Município";29;9;31,03;7;5;71,43;4;4;100;"352230"
2021;"ITAPEVA";16;"Município";16;10;62,5;6;5;83,33;3;3;100;"352240"
2021;"ITAPEVI";26;"Município";26;18;69,23;7;7;100;1;1;100;"352250"
2021;"ITAPIRA";8;"Município";8;6;75;3;3;100;3;3;100;"352260"
2021;"ITAPIRAPUA PAULISTA";1;"Município";1;1;100;0;0;0;0;0;0;"352265"
2021;"ITAPOLIS";2;"Município";2;2;100;2;2;100;2;2;100;"352270"
2021;"ITAPORANGA";3;"Município";3;0;0;1;0;0;0;0;0;"352280"
2021;"ITAQUAQUECETUBA";37;"Município";37;26;70,27;6;5;83,33;5;4;80;"352310"
2021;"ITARARE";2;"Município";2;1;50;1;1;100;0;0;0;"352320"
2021;"ITARIRI";3;"Município";3;3;100;0;0;0;0;0;0;"352330"
2021;"ITATIBA";13;"Município";13;3;23,08;6;3;50;5;2;40;"352340"
2021;"ITATINGA";3;"Município";3;0;0;2;0;0;0;0;0;"352350"
2021;"ITIRAPINA";3;"Município";3;3;100;2;2;100;1;1;100;"352360"
2021;"ITIRAPUA";1;"Município";1;0;0;0;0;0;0;0;0;"352370"
2021;"ITU";15;"Município";15;7;46,67;6;3;50;3;1;33,33;"352390"
2021;"ITUPEVA";3;"Município";3;1;33,33;0;0;0;0;0;0;"352400"
2021;"JABOTICABAL";4;"Município";4;3;75;2;2;100;1;1;100;"352430"
2021;"JACAREI";55;"Município";55;41;74,55;5;4;80;0;0;0;"352440"
2021;"JACI";4;"Município";4;3;75;1;1;100;1;1;100;"352450"
2021;"JACUPIRANGA";3;"Município";3;1;33,33;1;1;100;1;1;100;"352460"
2021;"JAGUARIUNA";6;"Município";6;4;66,67;2;2;100;1;1;100;"352470"
2021;"JAMBEIRO";1;"Município";1;1;100;0;0;0;0;0;0;"352490"
2021;"JANDIRA";11;"Município";11;10;90,91;2;2;100;0;0;0;"352500"
2021;"JARDINOPOLIS";2;"Município";2;0;0;1;0;0;1;0;0;"352510"
2021;"JARINU";2;"Município";2;0;0;1;0;0;0;0;0;"352520"
2021;"JAU";5;"Município";5;4;80;4;3;75;2;2;100;"352530"
2021;"JERIQUARA";1;"Município";1;1;100;1;1;100;0;0;0;"352540"
2021;"JOSE BONIFACIO";9;"Município";9;5;55,56;2;2;100;1;1;100;"352570"
2021;"JUNDIAI";96;"Município";96;51;53,12;18;17;94,44;5;5;100;"352590"
2021;"JUQUIA";4;"Município";4;3;75;3;2;66,67;2;2;100;"352610"
2021;"JUQUITIBA";3;"Município";3;2;66,67;0;0;0;0;0;0;"352620"
2021;"LARANJAL PAULISTA";4;"Município";4;3;75;2;1;50;0;0;0;"352640"
2021;"LAVINIA";1;"Município";1;1;100;1;1;100;0;0;0;"352650"
2021;"LEME";21;"Município";21;0;0;3;0;0;2;0;0;"352670"
2021;"LENCOIS PAULISTA";10;"Município";10;8;80;5;3;60;1;1;100;"352680"
2021;"LIMEIRA";7;"Município";7;5;71,43;1;1;100;2;2;100;"352690"
2021;"LINDOIA";1;"Município";1;1;100;1;1;100;0;0;0;"352700"
2021;"LINS";12;"Município";12;4;33,33;4;3;75;0;0;0;"352710"
2021;"LORENA";5;"Município";5;4;80;1;1;100;0;0;0;"352720"
2021;"LOUVEIRA";4;"Município";4;3;75;1;1;100;0;0;0;"352730"
2021;"LUCELIA";1;"Município";1;1;100;1;1;100;1;1;100;"352740"
2021;"MACATUBA";1;"Município";1;1;100;1;1;100;0;0;0;"352800"
2021;"MACAUBAL";1;"Município";1;1;100;0;0;0;0;0;0;"352810"
2021;"MAGDA";1;"Município";1;0;0;0;0;0;0;0;0;"352830"
2021;"MAIRINQUE";3;"Município";3;2;66,67;2;2;100;0;0;0;"352840"
2021;"MAIRIPORA";12;"Município";12;8;66,67;1;1;100;2;2;100;"352850"
2021;"MARILIA";21;"Município";21;16;76,19;9;6;66,67;4;4;100;"352900"
2021;"MATAO";2;"Município";2;0;0;0;0;0;0;0;0;"352930"
2021;"MAUA";142;"Município";142;73;51,41;23;16;69,57;13;8;61,54;"352940"
2021;"MENDONCA";6;"Município";6;2;33,33;1;1;100;1;1;100;"352950"
2021;"MIRACATU";1;"Município";1;0;0;0;0;0;0;0;0;"352990"
2021;"MIRASSOL";16;"Município";16;13;81,25;6;6;100;5;5;100;"353030"
2021;"MIRASSOLANDIA";3;"Município";3;3;100;0;0;0;0;0;0;"353040"
2021;"MOCOCA";3;"Município";3;2;66,67;2;2;100;0;0;0;"353050"
2021;"MOGI DAS CRUZES";130;"Município";130;60;46,15;10;10;100;5;5;100;"353060"
2021;"MOGI GUACU";6;"Município";6;2;33,33;4;2;50;4;2;50;"353070"
2021;"MOGI MIRIM";8;"Município";8;8;100;4;4;100;0;0;0;"353080"
2021;"MONGAGUA";6;"Município";6;4;66,67;5;4;80;2;2;100;"353110"
2021;"MONTE ALTO";4;"Município";4;4;100;1;1;100;0;0;0;"353130"
2021;"MONTE APRAZIVEL";4;"Município";4;4;100;0;0;0;0;0;0;"353140"
2021;"MONTE MOR";7;"Município";7;6;85,71;0;0;0;0;0;0;"353180"
2021;"MORRO AGUDO";1;"Município";1;0;0;0;0;0;0;0;0;"353190"
2021;"MOTUCA";2;"Município";2;1;50;0;0;0;0;0;0;"353205"
2021;"NANTES";2;"Município";2;2;100;1;1;100;1;1;100;"353215"
2021;"NARANDIBA";1;"Município";1;0;0;0;0;0;0;0;0;"353220"
2021;"NATIVIDADE DA SERRA";1;"Município";1;1;100;0;0;0;0;0;0;"353230"
2021;"NAZARE PAULISTA";1;"Município";1;1;100;1;1;100;1;1;100;"353240"
2021;"NEVES PAULISTA";1;"Município";1;1;100;0;0;0;0;0;0;"353250"
2021;"NOVA ALIANCA";1;"Município";1;0;0;0;0;0;0;0;0;"353280"
2021;"NOVA CAMPINA";2;"Município";2;1;50;2;1;50;1;1;100;"353282"
2021;"NOVA GRANADA";2;"Município";2;1;50;2;1;50;2;1;50;"353300"
2021;"NOVA ODESSA";4;"Município";4;3;75;2;2;100;1;1;100;"353340"
2021;"NOVO HORIZONTE";2;"Município";2;1;50;0;0;0;0;0;0;"353350"
2021;"NUPORANGA";1;"Município";1;1;100;0;0;0;0;0;0;"353360"
2021;"ONDA VERDE";3;"Município";3;2;66,67;2;2;100;2;1;50;"353400"
2021;"ORIENTE";1;"Município";1;0;0;1;0;0;1;0;0;"353410"
2021;"OSASCO";145;"Município";145;62;42,76;78;36;46,15;10;8;80;"353440"
2021;"OSVALDO CRUZ";1;"Município";1;0;0;0;0;0;0;0;0;"353460"
2021;"OURINHOS";6;"Município";6;4;66,67;2;2;100;1;1;100;"353470"
2021;"PALESTINA";3;"Município";3;3;100;0;0;0;0;0;0;"353500"
2021;"PALMARES PAULISTA";1;"Município";1;0;0;1;0;0;0;0;0;"353510"
2021;"PALMITAL";1;"Município";1;0;0;1;0;0;0;0;0;"353530"
2021;"PANORAMA";1;"Município";1;1;100;1;1;100;1;1;100;"353540"
2021;"PARAIBUNA";4;"Município";4;4;100;2;2;100;0;0;0;"353560"
2021;"PARANAPUA";1;"Município";1;1;100;1;1;100;1;1;100;"353590"
2021;"PARDINHO";5;"Município";5;2;40;2;1;50;0;0;0;"353610"
2021;"PARIQUERA ACU";7;"Município";7;0;0;2;0;0;0;0;0;"353620"
2021;"PAULINIA";33;"Município";33;23;69,7;10;7;70;4;4;100;"353650"
2021;"PAULO DE FARIA";2;"Município";2;2;100;0;0;0;0;0;0;"353660"
2021;"PEDERNEIRAS";6;"Município";6;6;100;3;3;100;3;3;100;"353670"
2021;"PEDREGULHO";1;"Município";1;1;100;1;1;100;1;1;100;"353700"
2021;"PEDREIRA";5;"Município";5;3;60;1;1;100;0;0;0;"353710"
2021;"PENAPOLIS";5;"Município";5;4;80;2;2;100;1;1;100;"353730"
2021;"PEREIRA BARRETO";6;"Município";6;4;66,67;0;0;0;0;0;0;"353740"
2021;"PERUIBE";6;"Município";6;6;100;3;3;100;1;1;100;"353760"
2021;"PIEDADE";3;"Município";3;3;100;1;1;100;1;1;100;"353780"
2021;"PILAR DO SUL";2;"Município";2;1;50;0;0;0;0;0;0;"353790"
2021;"PINDAMONHANGABA";29;"Município";29;16;55,17;7;6;85,71;5;5;100;"353800"
2021;"PINDORAMA";1;"Município";1;1;100;0;0;0;0;0;0;"353810"
2021;"PINHALZINHO";1;"Município";1;0;0;0;0;0;0;0;0;"353820"
2021;"PIQUETE";1;"Município";1;1;100;0;0;0;0;0;0;"353850"
2021;"PIRACAIA";1;"Município";1;1;100;1;1;100;0;0;0;"353860"
2021;"PIRACICABA";32;"Município";32;23;71,88;17;16;94,12;15;12;80;"353870"
2021;"PIRAJU";2;"Município";2;2;100;2;2;100;1;1;100;"353880"
2021;"PIRAJUI";1;"Município";1;1;100;0;0;0;0;0;0;"353890"
2021;"PIRANGI";1;"Município";1;1;100;0;0;0;0;0;0;"353900"
2021;"PIRAPORA DO BOM JESUS";5;"Município";5;1;20;0;0;0;0;0;0;"353910"
2021;"PIRAPOZINHO";4;"Município";4;3;75;1;1;100;1;1;100;"353920"
2021;"POA";12;"Município";12;7;58,33;2;2;100;0;0;0;"353980"
2021;"PONTAL";3;"Município";3;3;100;2;2;100;1;1;100;"354020"
2021;"PORANGABA";2;"Município";2;0;0;0;0;0;0;0;0;"354050"
2021;"PORTO FELIZ";6;"Município";6;4;66,67;3;3;100;1;1;100;"354060"
2021;"PORTO FERREIRA";4;"Município";4;4;100;2;2;100;1;1;100;"354070"
2021;"POTIM";1;"Município";1;1;100;0;0;0;0;0;0;"354075"
2021;"POTIRENDABA";2;"Município";2;0;0;0;0;0;0;0;0;"354080"
2021;"PRADOPOLIS";1;"Município";1;1;100;1;1;100;0;0;0;"354090"
2021;"PRAIA GRANDE";29;"Município";29;20;68,97;16;13;81,25;9;9;100;"354100"
2021;"PRESIDENTE BERNARDES";1;"Município";1;0;0;0;0;0;0;0;0;"354120"
2021;"PRESIDENTE EPITACIO";4;"Município";4;4;100;0;0;0;0;0;0;"354130"
2021;"PRESIDENTE PRUDENTE";22;"Município";22;15;68,18;13;10;76,92;7;5;71,43;"354140"
2021;"PRESIDENTE VENCESLAU";3;"Município";3;3;100;1;1;100;0;0;0;"354150"
2021;"QUADRA";1;"Município";1;0;0;1;0;0;0;0;0;"354165"
2021;"RAFARD";2;"Município";2;2;100;0;0;0;0;0;0;"354210"
2021;"REGISTRO";7;"Município";7;4;57,14;4;3;75;3;2;66,67;"354260"
2021;"RIBEIRAO BRANCO";2;"Município";2;2;100;1;1;100;0;0;0;"354300"
2021;"RIBEIRAO CORRENTE";1;"Município";1;0;0;1;0;0;0;0;0;"354310"
2021;"RIBEIRAO GRANDE";1;"Município";1;0;0;0;0;0;0;0;0;"354325"
2021;"RIBEIRAO PIRES";35;"Município";35;23;65,71;1;1;100;1;1;100;"354330"
2021;"RIBEIRAO PRETO";97;"Município";97;57;58,76;48;41;85,42;29;25;86,21;"354340"
2021;"RINCAO";5;"Município";5;4;80;0;0;0;0;0;0;"354370"
2021;"RIO CLARO";7;"Município";7;5;71,43;3;3;100;3;3;100;"354390"
2021;"RIO GRANDE DA SERRA";6;"Município";6;4;66,67;1;1;100;0;0;0;"354410"
2021;"ROSANA";1;"Município";1;1;100;1;1;100;1;1;100;"354425"
2021;"SALES";2;"Município";2;2;100;0;0;0;0;0;0;"354480"
2021;"SALES OLIVEIRA";1;"Município";1;1;100;1;1;100;1;1;100;"354490"
2021;"SALTO";4;"Município";4;2;50;2;2;100;1;1;100;"354520"
2021;"SANTA ADELIA";1;"Município";1;0;0;0;0;0;0;0;0;"354560"
2021;"SANTA BARBARA DOESTE";7;"Município";7;2;28,57;1;1;100;0;0;0;"354580"
2021;"SANTA BRANCA";2;"Município";2;1;50;0;0;0;0;0;0;"354600"
2021;"SANTA CLARA DOESTE";2;"Município";2;1;50;1;1;100;0;0;0;"354610"
2021;"SANTA CRUZ DAS PALMEIRAS";1;"Município";1;1;100;1;1;100;1;1;100;"354630"
2021;"SANTA CRUZ DO RIO PARDO";2;"Município";2;2;100;1;1;100;0;0;0;"354640"
2021;"SANTA FE DO SUL";5;"Município";5;5;100;1;1;100;0;0;0;"354660"
2021;"SANTA GERTRUDES";1;"Município";1;1;100;0;0;0;0;0;0;"354670"
2021;"SANTA ISABEL";3;"Município";3;3;100;0;0;0;0;0;0;"354680"
2021;"SANTA LUCIA";1;"Município";1;1;100;0;0;0;0;0;0;"354690"
2021;"SANTA RITA DO PASSA QUATRO";1;"Município";1;1;100;1;1;100;1;1;100;"354750"
2021;"SANTA RITA DOESTE";1;"Município";1;1;100;0;0;0;0;0;0;"354740"
2021;"SANTA ROSA DE VITERBO";5;"Município";5;2;40;2;1;50;1;1;100;"354760"
2021;"SANTANA DE PARNAIBA";28;"Município";28;12;42,86;5;2;40;2;0;0;"354730"
2021;"SANTO ANDRE";182;"Município";182;91;50;36;33;91,67;20;18;90;"354780"
2021;"SANTO ANTONIO DA ALEGRIA";1;"Município";1;1;100;1;1;100;1;1;100;"354790"
2021;"SANTOS";67;"Município";67;27;40,3;22;16;72,73;7;6;85,71;"354850"
2021;"SAO BENTO DO SAPUCAI";1;"Município";1;1;100;1;1;100;0;0;0;"354860"
2021;"SAO BERNARDO DO CAMPO";183;"Município";183;108;59,02;26;25;96,15;16;14;87,5;"354870"
2021;"SAO CAETANO DO SUL";3;"Município";3;1;33,33;1;0;0;0;0;0;"354880"
2021;"SAO CARLOS";20;"Município";20;15;75;12;11;91,67;3;3;100;"354890"
2021;"SAO JOAO DA BOA VISTA";11;"Município";11;1;9,09;1;0;0;0;0;0;"354910"
2021;"SAO JOAQUIM DA BARRA";1;"Município";1;1;100;0;0;0;0;0;0;"354940"
2021;"SAO JOSE DO RIO PRETO";157;"Município";157;87;55,41;26;22;84,62;15;14;93,33;"354980"
2021;"SAO JOSE DOS CAMPOS";198;"Município";198;146;73,74;53;36;67,92;21;18;85,71;"354990"
2021;"SAO LOURENCO DA SERRA";2;"Município";2;1;50;0;0;0;0;0;0;"354995"
2021;"SAO MANUEL";3;"Município";3;0;0;2;0;0;1;0;0;"355010"
2021;"SAO MIGUEL ARCANJO";4;"Município";4;2;50;1;0;0;0;0;0;"355020"
2021;"SAO PAULO";1883;"Município";1883;1084;57,57;459;318;69,28;167;120;71,86;"355030"
2021;"SAO PEDRO";4;"Município";4;3;75;2;2;100;0;0;0;"355040"
2021;"SAO PEDRO DO TURVO";1;"Município";1;1;100;0;0;0;0;0;0;"355050"
2021;"SAO ROQUE";4;"Município";4;2;50;2;1;50;0;0;0;"355060"
2021;"SAO SEBASTIAO";32;"Município";32;20;62,5;5;4;80;1;1;100;"355070"
2021;"SAO SIMAO";2;"Município";2;2;100;2;2;100;2;2;100;"355090"
2021;"SAO VICENTE";21;"Município";21;9;42,86;15;8;53,33;6;5;83,33;"355100"
2021;"SEBASTIANOPOLIS DO SUL";1;"Município";1;1;100;0;0;0;0;0;0;"355130"
2021;"SERRA AZUL";1;"Município";1;1;100;0;0;0;0;0;0;"355140"
2021;"SERRA NEGRA";3;"Município";3;1;33,33;1;1;100;1;1;100;"355160"
2021;"SERRANA";10;"Município";10;4;40;3;1;33,33;0;0;0;"355150"
2021;"SERTAOZINHO";19;"Município";19;12;63,16;8;4;50;1;1;100;"355170"
2021;"SETE BARRAS";1;"Município";1;1;100;1;1;100;1;1;100;"355180"
2021;"SEVERINIA";2;"Município";2;2;100;0;0;0;0;0;0;"355190"
2021;"SOROCABA";64;"Município";64;36;56,25;24;19;79,17;8;8;100;"355220"
2021;"SUMARE";25;"Município";25;17;68;5;4;80;2;2;100;"355240"
2021;"SUZANO";49;"Município";49;22;44,9;6;3;50;4;1;25;"355250"
2021;"TABAPUA";1;"Município";1;1;100;0;0;0;0;0;0;"355260"
2021;"TABOAO DA SERRA";32;"Município";32;16;50;9;7;77,78;5;4;80;"355280"
2021;"TAGUAI";1;"Município";1;1;100;1;1;100;0;0;0;"355300"
2021;"TAMBAU";2;"Município";2;1;50;1;1;100;0;0;0;"355330"
2021;"TANABI";4;"Município";4;1;25;0;0;0;0;0;0;"355340"
2021;"TAPIRAI";1;"Município";1;0;0;0;0;0;0;0;0;"355350"
2021;"TAQUARAL";1;"Município";1;0;0;1;0;0;0;0;0;"355365"
2021;"TAQUARITINGA";1;"Município";1;1;100;1;1;100;1;1;100;"355370"
2021;"TAQUARITUBA";2;"Município";2;0;0;1;0;0;0;0;0;"355380"
2021;"TATUI";8;"Município";8;7;87,5;5;4;80;0;0;0;"355400"
2021;"TAUBATE";43;"Município";43;29;67,44;18;13;72,22;11;9;81,82;"355410"
2021;"TIETE";1;"Município";1;1;100;0;0;0;0;0;0;"355450"
2021;"TORRINHA";1;"Município";1;1;100;0;0;0;0;0;0;"355470"
2021;"TREMEMBE";1;"Município";1;1;100;1;1;100;0;0;0;"355480"
2021;"TUPA";2;"Município";2;2;100;2;2;100;0;0;0;"355500"
2021;"UBATUBA";34;"Município";34;16;47,06;9;7;77,78;2;2;100;"355540"
2021;"UCHOA";1;"Município";1;1;100;0;0;0;0;0;0;"355560"
2021;"UNIAO PAULISTA";1;"Município";1;1;100;1;1;100;1;1;100;"355570"
2021;"URANIA";2;"Município";2;0;0;0;0;0;0;0;0;"355580"
2021;"VALINHOS";5;"Município";5;5;100;2;2;100;1;1;100;"355620"
2021;"VARGEM GRANDE DO SUL";3;"Município";3;1;33,33;1;1;100;1;1;100;"355640"
2021;"VARGEM GRANDE PAULISTA";4;"Município";4;1;25;0;0;0;0;0;0;"355645"
2021;"VARZEA PAULISTA";22;"Município";22;11;50;6;5;83,33;2;2;100;"355650"
2021;"VINHEDO";13;"Município";13;5;38,46;2;0;0;1;0;0;"355670"
2021;"VIRADOURO";1;"Município";1;1;100;0;0;0;0;0;0;"355680"
2021;"VOTORANTIM";5;"Município";5;5;100;4;4;100;2;2;100;"355700"
2021;"VOTUPORANGA";14;"Município";14;11;78,57;10;9;90;3;3;100;"355710"
2021;NA;30;"Município";30;14;46,67;3;3;100;2;1;50;NA
2022;"AGUAI";2;"Município";2;1;50;1;1;100;0;0;0;"350030"
2022;"AGUAS DE SANTA BARBARA";1;"Município";1;0;0;0;0;0;0;0;0;"350055"
2022;"AGUDOS";5;"Município";5;5;100;0;0;0;0;0;0;"350070"
2022;"ALTAIR";2;"Município";2;2;100;0;0;0;0;0;0;"350090"
2022;"ALTINOPOLIS";3;"Município";3;1;33,33;0;0;0;0;0;0;"350100"
2022;"ALUMINIO";1;"Município";1;0;0;0;0;0;0;0;0;"350115"
2022;"ALVARES MACHADO";2;"Município";2;1;50;1;1;100;1;1;100;"350130"
2022;"AMERICANA";52;"Município";52;26;50;7;7;100;2;2;100;"350160"
2022;"AMERICO BRASILIENSE";5;"Município";5;5;100;3;3;100;2;2;100;"350170"
2022;"AMERICO DE CAMPOS";1;"Município";1;1;100;0;0;0;0;0;0;"350180"
2022;"AMPARO";4;"Município";4;3;75;0;0;0;0;0;0;"350190"
2022;"ANDRADINA";4;"Município";4;0;0;3;0;0;2;0;0;"350210"
2022;"ANGATUBA";2;"Município";2;1;50;0;0;0;0;0;0;"350220"
2022;"ANHEMBI";3;"Município";3;2;66,67;1;1;100;0;0;0;"350230"
